,id,label,srcAddress,srcPort,destAddress,destPort,appProtocol
12699,748fd91d-b3ad-4681-9c9d-125229550428,疑似恶意流量,172.16.127.65,49250,10.83.54.39,443,tls
12700,a4f48cb3-b29e-49c9-886b-f69d81edeaf2,疑似恶意流量,172.16.127.65,49276,10.83.54.39,443,tls
12702,f1056e08-469e-46cb-b2ff-4ca16cbd25fc,疑似恶意流量,172.16.127.6,49247,10.149.5.156,443,tls
12703,bd4c9b44-69ed-4b71-b9f2-523741f17b76,疑似恶意流量,172.16.127.6,49296,10.149.5.156,443,tls
12704,7ba59554-b563-4481-b272-7384f5250902,疑似恶意流量,172.16.127.6,49255,10.149.5.156,443,tls
12705,5bd940de-2b82-40e4-8faf-ec61174cd018,疑似恶意流量,172.16.127.6,49289,10.149.5.156,443,tls
12706,992cd659-3153-4ce1-8d0a-1fb3ca614b48,疑似恶意流量,172.16.127.6,49263,10.149.5.156,443,tls
12707,288d6c85-8e69-452a-b634-0c81f0e55fd4,疑似恶意流量,172.16.127.6,49265,10.149.5.156,443,tls
12708,4e48b374-6bb0-444a-84bd-98dcc44550f3,疑似恶意流量,172.16.127.6,49282,10.149.5.156,443,tls
12709,4524f21c-fe3a-42b8-b924-12023c9e76c5,疑似恶意流量,172.16.127.6,49226,10.149.5.156,443,tls
12710,1b48800b-a8c3-4913-b68f-8e1327b7da8b,疑似恶意流量,172.16.127.6,49291,10.149.5.156,443,tls
12711,d32b0082-bb8f-440f-a3a8-e10de0bd9d7c,疑似恶意流量,172.16.127.6,49252,10.149.5.156,443,tls
12712,6fa4d3c5-e820-4646-8977-7257aabf797f,疑似恶意流量,172.16.127.6,49283,10.149.5.156,443,tls
12713,0691dc62-675d-4511-8610-0965be7d484b,疑似恶意流量,172.16.127.6,49227,10.149.5.156,443,tls
12759,65ce7e9d-778f-4072-bd26-72b8e98b919f,疑似恶意流量,172.16.127.197,49209,10.162.164.46,443,tls
12797,a5a42826-e48e-4c2d-9f1f-94935bb34ca9,疑似恶意流量,172.16.127.131,49185,10.131.110.10,443,tls
12798,a4adcf8a-6088-44ea-bb57-75a253f9f6c6,疑似恶意流量,172.16.127.131,49188,10.131.110.10,443,tls
12805,6035103f-407a-4006-a6dc-0d5e650e59b9,疑似恶意流量,172.16.127.121,63545,10.57.101.1,6870,tls
12967,3f9ec048-3a6f-4525-8e34-b75764877159,疑似恶意流量,172.16.125.86,49424,10.145.71.67,443,tls
12968,46a012c4-74b7-43d9-a0ba-6728db9416b0,疑似恶意流量,172.16.125.86,49343,10.145.71.67,443,tls
12969,a59d6e46-04b5-4c7b-ac83-0e941b2b3375,疑似恶意流量,172.16.125.86,49391,10.145.71.67,443,tls
12970,d14c5728-f39a-45e9-812a-3fa8914540b0,疑似恶意流量,172.16.125.86,49188,10.145.71.67,443,tls
12971,ef33d366-f033-43fb-9e13-823481fe37c5,疑似恶意流量,172.16.125.86,49261,10.145.71.67,443,tls
12972,1418fe67-0b1c-4d31-b390-4c097eb039ee,疑似恶意流量,172.16.125.86,49286,10.145.71.67,443,tls
12973,a36078bb-ac39-4890-b625-6e96ec8e3d4c,疑似恶意流量,172.16.125.86,49413,10.145.71.67,443,tls
12974,5791ab24-8210-4db2-b2b4-10c02c761093,疑似恶意流量,172.16.125.86,49341,10.145.71.67,443,tls
12975,753b365c-ebc6-4d9e-b168-482645423769,疑似恶意流量,172.16.125.86,49252,10.145.71.67,443,tls
12976,7cf3dd1e-c3d9-43d5-bfda-35bdae19d31d,疑似恶意流量,172.16.125.86,49280,10.145.71.67,443,tls
12977,180ffd48-db4b-45cc-964b-7014664ddf2b,疑似恶意流量,172.16.125.86,49345,10.145.71.67,443,tls
12978,b1543ec8-a5f1-4a2d-865b-54a4b23df489,疑似恶意流量,172.16.125.86,49318,10.145.71.67,443,tls
12979,311c30f8-0adb-4266-bcea-024fc8ffa77f,疑似恶意流量,172.16.125.86,49282,10.145.71.67,443,tls
12980,e813cd1e-9b8e-4d5b-8a00-bc59c0edfed7,疑似恶意流量,172.16.125.86,49440,10.145.71.67,443,tls
12981,bd5b7c97-3737-4208-a841-915f8b4729e7,疑似恶意流量,172.16.125.86,49327,10.145.71.67,443,tls
12982,92976c5f-5ab2-4112-9d07-b03310d8d8a7,疑似恶意流量,172.16.125.86,49475,10.145.71.67,443,tls
12983,ab733181-fe91-4a74-920b-47ca96ace309,疑似恶意流量,172.16.125.86,49325,10.145.71.67,443,tls
12984,0537ac55-a0f7-4dcd-bb6e-10a5906b6b0e,疑似恶意流量,172.16.125.86,49349,10.145.71.67,443,tls
12985,cd716968-681e-421d-a38b-6c7c4f8b7f81,疑似恶意流量,172.16.125.86,49279,10.145.71.67,443,tls
12986,79718dd8-16c3-4092-a363-711a585daaa5,疑似恶意流量,172.16.125.86,49177,10.145.71.67,443,tls
12987,db5bca35-4035-44b6-b502-440dede6c7bc,疑似恶意流量,172.16.125.86,49331,10.145.71.67,443,tls
12988,2d9c45eb-ef9c-4866-a024-a584b1130e21,疑似恶意流量,172.16.125.86,49463,10.145.71.67,443,tls
12989,f8f460e5-13ce-4b00-87d5-fd43d5d6529d,疑似恶意流量,172.16.125.86,49306,10.145.71.67,443,tls
12990,ed2d2788-7f14-4582-84e9-b606cd335d5d,疑似恶意流量,172.16.125.86,49461,10.145.71.67,443,tls
12991,ccda386a-2d6b-4ba7-908d-7060b749e2c2,疑似恶意流量,172.16.125.86,49192,10.145.71.67,443,tls
12992,6ee4862e-90a8-43c1-8d4f-d2b4a4c16fe9,疑似恶意流量,172.16.125.86,49211,10.145.71.67,443,tls
13009,dec01f8d-2c5e-48b3-b658-07ff9d3ba7d5,疑似恶意流量,172.16.125.38,49325,10.135.31.45,443,tls
13023,805cda56-24d4-4057-a1ec-9f09a11f83b8,疑似恶意流量,172.16.125.241,49324,10.1.201.41,9001,tls
13064,2a7fb1f3-7a69-4f4c-90af-ad2f6953226c,疑似恶意流量,172.16.125.175,52048,10.139.146.137,447,tls
13094,d439df7c-45ac-4612-8d20-08e539c7e533,疑似恶意流量,172.16.124.83,49233,10.64.69.54,443,tls
13231,23920154-acec-48be-870c-e42434d1b503,疑似恶意流量,172.16.123.83,49256,10.132.69.135,449,tls
13288,c254caeb-d3bd-478c-afc0-4f4a99bb7609,疑似恶意流量,172.16.123.204,49481,10.18.170.76,447,tls
13289,b1648bb6-795b-41de-be4a-6708ad997459,疑似恶意流量,172.16.123.204,49191,10.18.170.76,447,tls
13450,92a698ed-d811-4444-95aa-4d25ce3aa5ce,疑似恶意流量,172.16.122.119,49289,10.3.100.54,443,tls
13451,90871393-c372-4525-9118-f33f0d64176c,疑似恶意流量,172.16.122.119,49278,10.3.100.54,443,tls
13460,fd5ab8a6-6db8-4769-b360-95a66bcbad37,疑似恶意流量,172.16.122.102,49262,10.59.85.53,9001,tls
13692,4314fbf3-0c2a-4dd7-82ae-5c20148faef1,疑似恶意流量,172.16.12.3,56044,10.193.2.184,449,tls
13693,0616fbe7-bf51-4c5a-83fb-b8c98d97ed6e,疑似恶意流量,172.16.12.3,56108,10.193.2.184,449,tls
13694,6703bef2-be32-4972-bbb4-0902703bb4ac,疑似恶意流量,172.16.12.3,56100,10.193.2.184,449,tls
13695,2e8c5dbc-c114-4fec-b96c-dea883d0b656,疑似恶意流量,172.16.12.3,56102,10.193.2.184,449,tls
13696,ef8ee738-f969-47b9-9d33-30ea24894c64,疑似恶意流量,172.16.12.3,56026,10.193.2.184,449,tls
13697,52399397-9fd5-4e92-b381-4b8a4d552067,疑似恶意流量,172.16.12.3,55982,10.193.2.184,449,tls
13698,ed519dbd-fa97-4da3-9c01-566a58b03131,疑似恶意流量,172.16.12.3,56001,10.193.2.184,449,tls
13699,1a5aab30-a1df-4c94-94d3-16a1f1284bbb,疑似恶意流量,172.16.12.3,56123,10.193.2.184,449,tls
13700,8f895fc7-c293-4a6a-a73e-627c875374be,疑似恶意流量,172.16.12.3,55992,10.193.2.184,449,tls
13701,9ead4957-3ba5-44e9-9e83-510a4d5f7e11,疑似恶意流量,172.16.12.3,55975,10.193.2.184,449,tls
13742,fec20f88-ea3d-4049-8d17-516dad7ea405,疑似恶意流量,172.16.12.152,50466,10.173.127.43,449,tls
13815,c20cb7a2-bbc4-4a3c-8497-b00f0c07ce23,疑似恶意流量,172.16.119.230,49390,10.158.192.40,443,tls
13816,40e7c441-9231-48e8-8c63-5d85323f32fb,疑似恶意流量,172.16.119.230,49365,10.158.192.40,443,tls
13817,2a4b1249-a84c-46a3-a13b-6f55cf57a2ae,疑似恶意流量,172.16.119.230,49363,10.158.192.40,443,tls
13818,766e2c87-ca74-4afd-ab11-2ac19af23c91,疑似恶意流量,172.16.119.230,49190,10.158.192.40,443,tls
13819,16af225f-f256-489f-ac5d-17ba02ac577b,疑似恶意流量,172.16.119.230,49359,10.158.192.40,443,tls
13820,080cf5c8-349e-4eef-a4e0-307d28de7ab5,疑似恶意流量,172.16.119.230,49397,10.158.192.40,443,tls
13885,bc02be48-95d7-4124-8e47-dadde3d0155d,疑似恶意流量,172.16.119.122,49267,10.110.102.140,9001,tls
13900,f0fe7d5a-7e62-43d6-9820-554d6fc9396c,疑似恶意流量,172.16.118.85,49186,10.145.71.158,2222,tls
13901,d573b028-806a-4fb6-869f-6c3023bce558,疑似恶意流量,172.16.118.85,49200,10.145.71.158,2222,tls
13902,074c699d-d3d7-4443-88b7-6f2d1853ec2f,疑似恶意流量,172.16.118.85,49175,10.145.71.158,2222,tls
13903,097ef9c2-c149-40cb-9bb8-04914c1e056f,疑似恶意流量,172.16.118.85,49212,10.145.71.158,2222,tls
13914,7f8ad3c1-09c2-4d1f-a22a-d14905d9941d,疑似恶意流量,172.16.118.50,15153,10.135.42.44,443,tls
13995,ed7c043e-e280-427d-9e78-021fba528f00,疑似恶意流量,172.16.117.92,49229,10.72.77.189,443,tls
14017,81288457-dfea-4b18-85d0-deb8cc419658,疑似恶意流量,172.16.117.66,49296,10.101.55.142,443,tls
14018,bc2acc42-5fed-4b67-977a-7654c2c2dcf3,疑似恶意流量,172.16.117.66,49266,10.101.55.142,443,tls
14019,1b9495d9-f6e2-4105-bc58-8e666d264eba,疑似恶意流量,172.16.117.66,49326,10.101.55.142,443,tls
14020,b805fc75-b554-40b5-954f-9b6173ceca83,疑似恶意流量,172.16.117.66,49272,10.101.55.142,443,tls
14021,f6ff5b90-f9aa-4a63-8b01-3a574e104e90,疑似恶意流量,172.16.117.66,49295,10.101.55.142,443,tls
14022,f63486e2-f54d-4e93-bca3-0bcf4b382370,疑似恶意流量,172.16.117.66,49265,10.101.55.142,443,tls
14023,2a41eff9-7291-41b8-bdf0-c590a9d4b21f,疑似恶意流量,172.16.117.66,49312,10.101.55.142,443,tls
14024,9eb9a158-f45e-4889-abdb-b28097174edb,疑似恶意流量,172.16.117.66,49325,10.101.55.142,443,tls
14025,a68fe673-a448-4529-b777-dfae8adeea0b,疑似恶意流量,172.16.117.66,49281,10.101.55.142,443,tls
14026,df5f86c8-91ed-4f15-880b-5a8b6a60f7a2,疑似恶意流量,172.16.117.66,49271,10.101.55.142,443,tls
14027,fb67ec99-68a7-450f-ae47-468336f87558,疑似恶意流量,172.16.117.66,49260,10.101.55.142,443,tls
14028,51d0c7a2-7a0e-4e35-9e94-19e8866e588b,疑似恶意流量,172.16.117.66,49303,10.101.55.142,443,tls
14090,a9f186fb-d505-4088-b4f1-cb11106911ca,疑似恶意流量,172.16.117.169,49552,10.175.141.121,443,tls
14091,3268ec07-9252-4951-8410-044ce147f5a6,疑似恶意流量,172.16.117.169,49582,10.175.141.121,443,tls
14092,94c4059a-f0b8-4718-91ae-fa21fffee098,疑似恶意流量,172.16.117.169,49584,10.175.141.121,443,tls
14093,2304f5cd-145d-47c0-b982-86c7f1a475bd,疑似恶意流量,172.16.117.169,49208,10.175.141.121,443,tls
14094,5a707620-4582-4ffa-91ae-d67a8f6058af,疑似恶意流量,172.16.117.169,49517,10.175.141.121,443,tls
14228,eb602bf5-94fd-44f7-b6e3-81017bf87f9b,疑似恶意流量,172.16.116.12,49218,10.52.10.12,443,tls
14244,f1fabbd9-62a3-4a15-b5c6-8973d11b54e3,疑似恶意流量,172.16.116.102,49360,10.103.85.83,9001,tls
14263,24c4e8f3-6590-4ea5-aa34-a3dfa9ac0d90,疑似恶意流量,172.16.115.63,49341,10.63.52.152,449,tls
14360,0a57df40-98e1-4ff3-a9b6-cfce1da81264,疑似恶意流量,172.16.115.11,49368,10.84.9.105,80,tls
14446,231ca496-3265-46d8-ba37-eee23498a78b,疑似恶意流量,172.16.114.197,54912,10.75.164.91,443,tls
14536,2bceed0c-2191-4dbd-8a21-458503861c9c,疑似恶意流量,172.16.113.29,49201,10.116.24.93,443,tls
14537,71951029-858a-41cd-b9c0-c36353989bc2,疑似恶意流量,172.16.113.29,49182,10.116.24.93,443,tls
14538,3406aace-b58c-4945-9c1b-cf7cbb950f31,疑似恶意流量,172.16.113.29,49203,10.116.24.93,443,tls
14539,ca877feb-6bd7-4b19-b8a1-0caf3b14eeb2,疑似恶意流量,172.16.113.29,49207,10.116.24.93,443,tls
14540,9037256c-154e-4700-b950-09d4711b0cc3,疑似恶意流量,172.16.113.29,49194,10.116.24.93,443,tls
14541,42b09345-5157-46a1-8e29-754b2e57c411,疑似恶意流量,172.16.113.29,49220,10.116.24.93,443,tls
14582,a1824737-b07d-42b9-9053-2d0271d69929,疑似恶意流量,172.16.113.17,49281,10.172.14.23,22,tls
14652,e88c9c82-3083-43c3-94b3-6b176584d782,疑似恶意流量,172.16.112.30,49288,10.132.25.23,443,tls
14653,a09aa5e1-6e67-46b2-89a4-a2401afd9ecc,疑似恶意流量,172.16.112.30,49294,10.132.25.23,443,tls
14654,7de83ef3-b4db-4fb5-8386-7d2c6f2bc504,疑似恶意流量,172.16.112.30,49276,10.132.25.23,443,tls
14655,02516c14-9a56-4b2e-b6bc-3bf65a6fdc3d,疑似恶意流量,172.16.112.30,49309,10.132.25.23,443,tls
14677,bf2fd3ee-94f3-4bb3-a65e-9f83db94a1c3,疑似恶意流量,172.16.112.214,49411,10.130.179.46,443,tls
14724,c347028f-51dd-4968-b8a6-da36e16be893,疑似恶意流量,172.16.112.125,56743,10.35.104.21,443,tls
14893,5cc4cdbb-9a9d-4921-b2d0-cfc4d92e78bd,疑似恶意流量,172.16.110.50,49221,10.18.42.69,443,tls
14894,28955088-8055-4d89-9aca-1200cd4c4c94,疑似恶意流量,172.16.110.50,49227,10.18.42.69,443,tls
14895,c11bed5d-7347-4666-aa4a-4163016042e3,疑似恶意流量,172.16.110.50,49218,10.18.42.69,443,tls
14896,551e12bf-8374-4f11-90b3-59baee22acb6,疑似恶意流量,172.16.110.50,49229,10.18.42.69,443,tls
14920,50684470-27d3-4547-b0ba-b79f49c6df8f,疑似恶意流量,172.16.110.233,49308,10.172.195.194,443,tls
14921,2f23e9f3-8f10-47bc-b8bf-b828e190a0d4,疑似恶意流量,172.16.110.233,49340,10.172.195.194,443,tls
14922,c54711fd-abeb-472f-8914-5dd396551803,疑似恶意流量,172.16.110.233,49323,10.172.195.194,443,tls
15046,d95bd655-ad69-4c12-b286-df257d86d620,疑似恶意流量,172.16.11.77,49544,10.167.64.65,449,tls
15047,09ea50fb-b9ee-48e3-84c3-fe409d71c2b5,疑似恶意流量,172.16.11.77,49532,10.167.64.65,449,tls
15183,21d5afae-f9e5-4489-89d5-7df8c66bc0db,疑似恶意流量,172.16.109.246,49377,10.14.206.164,443,tls
15184,33479ea8-66e0-4259-9ac2-945eead9cdbb,疑似恶意流量,172.16.109.246,49328,10.14.206.164,443,tls
15185,cb4e89b3-6941-4c29-8cf7-b92376dc5adc,疑似恶意流量,172.16.109.246,49287,10.14.206.164,443,tls
15186,ee8c25df-a480-4f42-b32e-ab141359a9a6,疑似恶意流量,172.16.109.246,49260,10.14.206.164,443,tls
15187,4967277a-e38b-4d5b-a696-5b968957ef71,疑似恶意流量,172.16.109.246,49208,10.14.206.164,443,tls
15188,5d3a8576-4375-4c66-b830-0c4253a95e2b,疑似恶意流量,172.16.109.246,49262,10.14.206.164,443,tls
15189,b3b42b2d-45f6-4c2b-8cff-cc07098aed0d,疑似恶意流量,172.16.109.246,49375,10.14.206.164,443,tls
15190,efc9d8bf-367c-4fcf-99f6-eadcc06665c1,疑似恶意流量,172.16.109.246,49281,10.14.206.164,443,tls
15191,fe238d81-6bc8-4684-a6bd-53305ab1ae9d,疑似恶意流量,172.16.109.246,49239,10.14.206.164,443,tls
15192,2b7f2b73-9349-4ae2-ba1b-49bf218e9121,疑似恶意流量,172.16.109.246,49253,10.14.206.164,443,tls
15193,e4f1d188-c490-480e-83c7-6ac5e18bd9c9,疑似恶意流量,172.16.109.246,49266,10.14.206.164,443,tls
15194,ba247be4-4fdb-492d-8b29-c6d138ce2fab,疑似恶意流量,172.16.109.246,49344,10.14.206.164,443,tls
15195,f61e998e-50dd-4cc0-b5f3-5772ceebc476,疑似恶意流量,172.16.109.246,49346,10.14.206.164,443,tls
15196,03709fc4-0d39-4068-b052-9a1afcdb1a75,疑似恶意流量,172.16.109.246,49319,10.14.206.164,443,tls
15197,624f791e-c5cd-409f-9ca1-ae2239b21f8a,疑似恶意流量,172.16.109.246,49283,10.14.206.164,443,tls
15198,6d1d6b1e-2430-42d8-b596-bc21dad9d3bd,疑似恶意流量,172.16.109.246,49251,10.14.206.164,443,tls
15199,7c0aab34-698a-43ab-ab69-4fa2354da41c,疑似恶意流量,172.16.109.246,49231,10.14.206.164,443,tls
15200,446a719d-4d87-40d3-aba6-1aace73c5547,疑似恶意流量,172.16.109.246,49313,10.14.206.164,443,tls
15201,a4231686-1bba-4890-80a6-7b6eb95c119a,疑似恶意流量,172.16.109.246,49233,10.14.206.164,443,tls
15202,b73ac7b2-581b-4bff-95ac-7fd9625d3c9a,疑似恶意流量,172.16.109.246,49315,10.14.206.164,443,tls
15203,41020288-0157-4df6-a9e9-cffe4f16286b,疑似恶意流量,172.16.109.246,49237,10.14.206.164,443,tls
15204,8ce12327-5a48-48ef-ae90-a7a8ada86f54,疑似恶意流量,172.16.109.246,49202,10.14.206.164,443,tls
15205,bd7b8791-c740-449d-9cc4-69aaf6d54b78,疑似恶意流量,172.16.109.246,49268,10.14.206.164,443,tls
15206,933f8fed-6e56-49b8-a486-c89c05658790,疑似恶意流量,172.16.109.246,49235,10.14.206.164,443,tls
15207,1836f55c-0c04-40b5-b0bc-2d345b748c99,疑似恶意流量,172.16.109.246,49322,10.14.206.164,443,tls
15208,e5a1b87d-98ab-463b-9a10-b65e09abef0a,疑似恶意流量,172.16.109.246,49212,10.14.206.164,443,tls
15209,fdcf68d9-d1dd-4824-8c39-3061fb8b1300,疑似恶意流量,172.16.109.246,49191,10.14.206.164,443,tls
15210,7722c893-47ae-4b10-b2d7-64e3e51a7835,疑似恶意流量,172.16.109.246,49278,10.14.206.164,443,tls
15211,228e02d9-0943-43aa-b396-b4f996dd1e53,疑似恶意流量,172.16.109.246,49330,10.14.206.164,443,tls
15212,778ed24b-9798-440a-bced-f2e9b1a5364b,疑似恶意流量,172.16.109.246,49305,10.14.206.164,443,tls
15213,08a4e4cc-159a-4e78-a423-efdbab57b98d,疑似恶意流量,172.16.109.246,49358,10.14.206.164,443,tls
15223,f66decd1-b368-4577-8e9d-aa2f7ba5c04c,疑似恶意流量,172.16.109.224,49170,10.138.187.96,443,tls
15291,ddb3b04b-ae6a-4fdc-a804-d903cd785d6c,疑似恶意流量,172.16.108.93,49177,10.65.77.6,443,tls
15307,d1b15fa8-8814-4583-a37d-0f68376fb481,疑似恶意流量,172.16.108.71,49215,10.161.59.177,443,tls
15308,795b8a68-243f-42ff-a612-67566389798c,疑似恶意流量,172.16.108.71,49219,10.161.59.177,443,tls
15329,6ba0fc27-7ee3-445a-b5c5-479f511c6b64,疑似恶意流量,172.16.108.49,55642,10.106.40.103,9001,tls
15330,f06256b4-c61d-49d6-abd5-cd0b8daef25d,疑似恶意流量,172.16.108.49,54120,10.106.40.103,9001,tls
15331,000ccafe-df56-4987-920d-2a28d138e1e4,疑似恶意流量,172.16.108.49,54889,10.106.40.103,9001,tls
15338,46595d2a-09df-4d6d-8174-fe6d9ab40edb,疑似恶意流量,172.16.108.43,49293,10.135.36.163,443,tls
15339,2fa37055-9518-4240-8ffe-dd99270f4036,疑似恶意流量,172.16.108.43,49380,10.135.36.163,443,tls
15340,193e20da-0084-41a1-9c97-80fc74ffa6ce,疑似恶意流量,172.16.108.43,49224,10.135.36.163,443,tls
15341,7e40c629-cd26-4d11-bd64-61aa7f06320e,疑似恶意流量,172.16.108.43,49203,10.135.36.163,443,tls
15342,88947513-bb39-4cea-b43b-dd07c7a45e81,疑似恶意流量,172.16.108.43,49316,10.135.36.163,443,tls
15343,69914cb1-0dd9-4c7d-9088-7f4288e8dbf3,疑似恶意流量,172.16.108.43,49252,10.135.36.163,443,tls
15344,53caf5e1-cbeb-4551-ae4f-3d6e63ef6969,疑似恶意流量,172.16.108.43,49216,10.135.36.163,443,tls
15345,11ea8e06-195c-49f7-a398-370ce084726a,疑似恶意流量,172.16.108.43,49241,10.135.36.163,443,tls
15346,502f8612-6692-4a6e-be29-28efdb6e0d4c,疑似恶意流量,172.16.108.43,49192,10.135.36.163,443,tls
15347,0f36286e-305a-47c1-ab66-6fc48eae6891,疑似恶意流量,172.16.108.43,49231,10.135.36.163,443,tls
15348,cc50c713-8ce5-4779-beea-0ff16c4de892,疑似恶意流量,172.16.108.43,49375,10.135.36.163,443,tls
15349,29c7cba9-ac65-4884-9f52-9f8651744207,疑似恶意流量,172.16.108.43,49247,10.135.36.163,443,tls
15350,503107a0-4781-4c5b-a619-ee05ef61f1a0,疑似恶意流量,172.16.108.43,49299,10.135.36.163,443,tls
15351,88d6f692-2384-4806-8ccf-b0b8ed943c8f,疑似恶意流量,172.16.108.43,49393,10.135.36.163,443,tls
15352,015dc989-bb00-4ef4-a884-a4769be425cf,疑似恶意流量,172.16.108.43,49302,10.135.36.163,443,tls
15353,c37baca7-ea32-4453-9471-164f560f8766,疑似恶意流量,172.16.108.43,49401,10.135.36.163,443,tls
15354,93d133ff-aebc-49e9-9023-cb7077690309,疑似恶意流量,172.16.108.43,49372,10.135.36.163,443,tls
15355,8848edc9-43a7-4aed-9369-2c00621fb350,疑似恶意流量,172.16.108.43,49278,10.135.36.163,443,tls
15356,d5c11f10-ea99-422b-81f6-1a2470d6e3d2,疑似恶意流量,172.16.108.43,49261,10.135.36.163,443,tls
15390,b551b39f-944d-412e-8963-1251db81f513,疑似恶意流量,172.16.108.142,61740,10.45.119.155,443,tls
15391,12e6e41d-ed2d-4f46-ae93-e278a75917f3,疑似恶意流量,172.16.108.142,58586,10.45.119.155,443,tls
15513,3f89fb50-8b6f-4572-8f7e-2357f7e257df,疑似恶意流量,172.16.106.74,49196,10.184.62.11,449,tls
15514,f14583b9-1062-44a1-97e1-a98c789d196e,疑似恶意流量,172.16.106.74,49182,10.184.62.11,449,tls
15532,ec83134c-c4d7-4c59-8db9-d3c91ea37ab2,疑似恶意流量,172.16.106.39,49230,10.159.32.167,443,tls
15533,0fae7d35-bc55-43ad-81a3-f8339eb73618,疑似恶意流量,172.16.106.39,49214,10.159.32.167,443,tls
15534,6e32c45a-1644-4e52-ac97-a49dadb037f0,疑似恶意流量,172.16.106.39,49219,10.159.32.167,443,tls
15535,bc1ca7f8-912f-4571-b4c5-cc25de1998bc,疑似恶意流量,172.16.106.39,49225,10.159.32.167,443,tls
15685,fc48eed4-18a4-4ac6-8725-b3a13ad02048,疑似恶意流量,172.16.105.101,49342,10.165.84.51,443,tls
15718,b0d878ad-579c-40c6-80ff-4f4b9534d4de,疑似恶意流量,172.16.104.241,57745,10.145.201.150,443,tls
15719,9c8e6cae-b9e3-448e-a2ab-8467520771e0,疑似恶意流量,172.16.104.241,60279,10.145.201.150,443,tls
15720,e11b040b-56ac-4c3f-9cac-41ab554d2036,疑似恶意流量,172.16.104.241,56651,10.145.201.150,443,tls
15721,90e2fcd5-ebf4-4430-805b-d3ed3bea07f7,疑似恶意流量,172.16.104.241,60476,10.145.201.150,443,tls
15722,f5c7d1f8-b011-400a-bbb5-f4ae649da4ef,疑似恶意流量,172.16.104.241,60643,10.145.201.150,443,tls
15723,3ff51e4f-6b73-413d-8243-821dd7c9c844,疑似恶意流量,172.16.104.241,57161,10.145.201.150,443,tls
15724,9eae5dcb-f4b0-464f-a6c7-068cc8897e5e,疑似恶意流量,172.16.104.241,57205,10.145.201.150,443,tls
15725,2b0bf77a-2560-41cd-9098-910ed714733b,疑似恶意流量,172.16.104.241,60589,10.145.201.150,443,tls
15726,a46201da-6463-4b89-9529-84b83c458ba7,疑似恶意流量,172.16.104.241,60380,10.145.201.150,443,tls
15727,d534eecd-9f8e-4e10-b4b2-281fe0d956ec,疑似恶意流量,172.16.104.241,56756,10.145.201.150,443,tls
15842,c09ea296-1795-447a-b55e-8d7deae582b3,疑似恶意流量,172.16.103.21,49172,10.128.17.17,443,tls
15857,8038d4c5-8909-45fa-9d72-3f3063914921,疑似恶意流量,172.16.103.165,49245,10.61.138.150,443,tls
15896,1cffe0ce-ab7f-4b65-82e2-9c899885a947,疑似恶意流量,172.16.102.72,49183,10.41.60.153,449,tls
15901,eccd0d5b-f090-44e2-88c2-ab76841e1698,疑似恶意流量,172.16.102.64,50197,10.43.53.31,443,tls
15935,02e79c70-9d4b-454b-9d21-70404472d55c,疑似恶意流量,172.16.102.229,49246,10.129.191.21,443,tls
15959,4902ceff-dea7-48a8-8723-61453a6204a9,疑似恶意流量,172.16.102.187,49325,10.174.156.164,9001,tls
16079,c80eb512-0941-4282-8c95-0121572eb3dc,疑似恶意流量,172.16.101.130,49166,10.8.108.91,447,tls
16116,efffaf16-5572-40dc-a97f-97d30e3d0850,疑似恶意流量,172.16.100.52,63254,10.99.43.65,443,tls
16127,9f981352-beb5-434d-99c9-9dcaa089f56a,疑似恶意流量,172.16.100.38,55254,10.71.32.175,443,tls
16142,0feaebc9-9f4d-418a-aa88-90433af45cf8,疑似恶意流量,172.16.100.23,49214,10.130.19.76,443,tls
16234,176edc06-33ef-412c-85c9-b5b936dc049e,疑似恶意流量,172.16.10.23,49324,10.59.19.34,443,tls
16243,8dbd5672-1825-460a-b277-6861eba93929,疑似恶意流量,172.16.10.208,49220,10.51.174.15,443,tls
16244,ed189293-c1bd-43f4-b63a-b0e81794b39d,疑似恶意流量,172.16.10.208,49191,10.51.174.15,443,tls
16245,d8af3022-723f-44ce-a4bd-2b65b9377160,疑似恶意流量,172.16.10.208,49223,10.51.174.15,443,tls
16363,54351c50-114f-4143-b00f-fc96017646f8,疑似恶意流量,172.16.1.212,49558,10.185.177.69,443,tls
16364,35b231ca-7034-4d51-bd12-e9eba7257e6c,疑似恶意流量,172.16.1.212,49219,10.185.177.69,443,tls
